nome,perfil_risco,Idade,Renda,TempoDeRelacao,TicketMedioInvestido,QtdProdutosNaCarteira,PerfilRisco,Pais,TaxaJuros,HistoricoInvestimentoESG,EngajamentoESG,ConhecimentoESG,PreocupacaoAmbiental,AcessouPagESG,LeuArtigoESG,ParticipouWebinarESG,AssessorESGAtivo,NPS_ESG,ValorAlocadoESG,propensao_esg,ESG_Label_Predito,faixa_propensao,categoria_produto,vence_em_dias,produtos_esg,valor_em_caixa,Renda Fixa,Multimercado,ETF,Renda Variável,Caixa,ValorEmCaixa
Luca 4117,Moderado,43,11363.402113849088,44,397526.3434458791,1,1,Brasil,13.75,0,4,3,2,1,0,0,0,2,0.0,0.1,0,Baixa,Multimercado,518,0,18340.41543364272,0.14521824692746016,0.2943668239096694,0.15681104390499356,0.04673216412549695,0.35687172113237997,18340.41543364272
Fernanda 2683,Agressivo,64,9134.422825197016,67,141862.0577829224,18,1,Brasil,2.0,0,4,2,2,0,0,0,0,3,0.0,0.0,0,,Renda Variável,1093,0,37145.02865144687,0.15033253661099605,0.24494568169619146,0.08833127864925938,0.013114581968257832,0.5032759210752953,37145.02865144687
Sofia 8863,Moderado,67,9444.05978373329,58,1292284.107966303,7,2,Brasil,13.75,0,6,3,4,0,0,0,0,5,0.0,0.0,0,,Caixa,544,0,138141.40046655227,0.19109936740332523,0.17743857180141032,0.03438358634671484,0.18064080830241971,0.41643766614612987,138141.40046655227
João 1777,Moderado,29,7678.931760877229,65,1700144.276441293,10,1,EUA,13.75,1,10,5,5,0,0,0,0,6,25999.701511851035,0.44999999999999996,0,Média,Renda Fixa,193,0,60020.65422036507,0.3998777230021424,0.022470146661872435,0.0772383273437237,0.16287889074799008,0.33753491224427135,60020.65422036507
Vinicius 9043,Agressivo,48,13520.269762295327,36,1906734.3900219493,9,0,Brasil,13.75,0,4,2,1,1,0,0,0,2,0.0,0.1,0,Baixa,ETF,477,1,31266.569604386776,0.09723086973508957,0.1584893668320236,0.18757312919502775,0.12062733573325218,0.4360792985046069,31266.569604386776
Mariana 8432,Moderado,34,14284.410514365474,6,1536670.3109278725,19,2,Brasil,5.0,1,8,5,5,1,0,0,0,4,95900.31664552748,0.44999999999999996,0,Média,Caixa,524,0,147140.59286143706,0.3649855499134795,0.24467524927613515,0.05223489752508253,0.04322148079928939,0.2948828224860136,147140.59286143706
Camila 9763,Moderado,50,8917.528199498644,37,407303.5228970839,11,0,Brasil,13.75,0,7,2,1,0,0,0,0,5,0.0,0.0,0,,Renda Fixa,903,0,32839.96042150855,0.27456058199250144,0.26802759688296623,0.1719834274154958,0.2353361206401072,0.05009227306892938,32839.96042150855
Sofia 3077,Conservador,28,18082.56038406818,93,1955545.7577594232,4,0,EUA,13.75,1,14,4,5,0,1,1,1,9,24552.175365685063,1.0,1,Alta,Multimercado,719,1,72627.2579625746,0.08571122351959413,0.24665651493358304,0.02239862690131458,0.08085573537361691,0.5643778992718913,72627.2579625746
Vinicius 6451,Moderado,45,10741.594210231804,75,1839677.393297397,1,1,EUA,13.75,0,1,1,1,0,1,0,0,0,0.0,0.15,0,Baixa,Renda Variável,216,0,123540.56420863108,0.014519594535918934,0.17062952118166017,0.1989466324030159,0.11285257605271147,0.5030516758266935,123540.56420863108
Amanda 4127,Moderado,49,18120.74249518624,116,334703.1712972704,12,0,Brasil,2.0,0,7,3,3,1,0,0,0,3,0.0,0.1,0,Baixa,Renda Variável,183,0,27728.37831445353,0.3730832791409706,0.17727170372905973,0.1656095031367069,0.10478420775139206,0.1792513062418707,27728.37831445353
Vinicius 2603,Moderado,18,9431.491304673586,55,1121983.7955614955,1,1,EUA,5.0,0,1,1,1,1,0,0,1,0,0.0,0.30000000000000004,0,Baixa,Renda Fixa,497,0,131906.83863092642,0.27359544367366867,0.2516971097835289,0.011300060719425176,0.22772139836160263,0.23568598746177472,131906.83863092642
Vinicius 8072,Agressivo,64,3893.688893602258,77,1115479.677602648,17,1,Brasil,13.75,0,7,3,3,0,0,0,0,4,0.0,0.0,0,,Renda Variável,1088,0,119117.94275204062,0.034894532824415146,0.08161144702165284,0.0027567225016217334,0.2848376492511703,0.5958996484011401,119117.94275204062
Juliana 5163,Conservador,45,13608.791299649405,75,890644.2084776469,9,1,Brasil,13.75,0,0,1,1,0,0,0,0,0,0.0,0.0,0,,Caixa,249,0,138266.27913822504,0.28887757639135736,0.2182683335564318,0.19410571922168085,0.12021070623428076,0.1785376645962492,138266.27913822504
João 2134,Agressivo,59,12994.180420475948,59,1968719.8472167808,8,0,Brasil,13.75,1,11,4,5,0,1,0,1,6,57064.89912132069,0.8,1,Alta,Renda Fixa,570,1,82495.99593776987,0.1449131709077082,0.15396646156126872,0.003034298634261168,0.2704477957740259,0.42763827312273595,82495.99593776987
João 4404,Moderado,24,12137.575181230332,38,128648.25198864017,4,1,Brasil,13.75,1,8,3,3,1,1,0,0,6,22686.90142273351,0.5,1,Média,Caixa,244,1,75162.961546239,0.37501071517527135,0.20975207852641087,0.11731959597039002,0.061788265801909686,0.2361293445260182,75162.961546239
Mariana 4575,Agressivo,19,9431.070086224043,115,1258145.7278027334,8,0,EUA,13.75,0,1,2,3,0,0,0,1,0,0.0,0.2,0,Baixa,Renda Fixa,865,0,114686.97962612352,0.36999834770084705,0.06760828751539928,0.19146169450411496,0.0772442262987678,0.2936874439808709,114686.97962612352
Bruno 2765,Conservador,59,11861.711098056723,25,418554.20913083205,10,0,Brasil,13.75,1,14,5,5,1,0,1,1,8,12523.8121579815,1.0,1,Alta,Renda Variável,848,1,110629.89655017723,0.04018225002932474,0.008097789362653828,0.19639824593792096,0.05824104674633868,0.6970806679237618,110629.89655017723
Mariana 8828,Moderado,41,9954.962168521892,79,1059389.0974146097,18,1,Brasil,13.75,1,9,3,2,1,1,1,0,6,24523.780181516784,0.7,1,Média,Renda Variável,1033,0,44610.76080754908,0.1902138547185165,0.138114649303429,0.15528758431627604,0.07068429478594931,0.44569961687582915,44610.76080754908
Beatriz 1492,Conservador,21,10790.601734672997,117,1561684.1358571623,15,1,Brasil,13.75,0,7,2,2,0,0,0,1,4,0.0,0.2,0,Baixa,Multimercado,1144,0,129496.81194595185,0.09382797880330714,0.1966560818630194,0.06600510088390373,0.26545166496874545,0.37805917348102436,129496.81194595185
Paula 8519,Moderado,61,15366.5290230603,77,500986.3383054072,19,1,Alemanha,13.75,1,12,3,3,1,1,0,0,7,22784.08749171597,0.6,1,Média,Renda Fixa,892,1,58557.32958524904,0.2446511974017007,0.08200897504805914,0.06141744933301599,0.2811327964079274,0.33078958180929674,58557.32958524904
Vinicius 1843,Moderado,36,12736.868918120374,106,792785.4975014656,11,0,Brasil,13.75,0,2,3,2,1,0,0,0,2,0.0,0.1,0,Baixa,Multimercado,998,0,50154.82834349105,0.13832908324931475,0.014714851067818124,0.1393851957995591,0.20100000291315856,0.5065708669701494,50154.82834349105
Felipe 6329,Moderado,43,14439.80554932791,33,1902028.4678179943,4,2,EUA,2.0,0,5,1,2,0,1,0,0,2,0.0,0.15,0,Baixa,Multimercado,715,0,136344.1983919019,0.19167585176413904,0.002114454001261279,0.1872519774752609,0.13937071788088004,0.4795869988784587,136344.1983919019
Luca 4529,Moderado,28,11072.52597349684,13,1525346.668063416,9,0,Brasil,5.0,0,3,1,1,0,0,0,1,3,0.0,0.2,0,Baixa,Renda Fixa,355,0,45843.17086234524,0.38833824827377167,0.13708629254126406,0.17390894748991848,0.13390158855941572,0.16676492313563007,45843.17086234524
Tiago 1432,Agressivo,57,10631.930616780899,38,1149719.1371785528,8,1,Brasil,13.75,0,1,3,2,1,1,0,1,0,0.0,0.45,0,Média,Multimercado,1151,1,33070.566699472154,0.14966934857106923,0.10745717655405897,0.0381717619067111,0.22498421390467058,0.47971749906349015,33070.566699472154
Carlos 7998,Agressivo,67,7386.0698764454255,117,451774.8017353663,16,0,EUA,13.75,0,0,2,3,0,1,0,0,0,0.0,0.15,0,Baixa,Renda Fixa,291,0,135210.3306479319,0.31772436582043717,0.25582217871980234,0.1920107373446196,0.22137257039769892,0.013070147717441971,135210.3306479319
Amanda 3066,Conservador,60,10519.853549727211,58,856357.8205803904,13,1,Alemanha,13.75,0,0,2,2,0,1,0,0,1,0.0,0.15,0,Baixa,Renda Variável,594,0,86662.74014011688,0.16084692898557537,0.21151759782454832,0.15373446859614756,0.21712762126579016,0.25677338332793864,86662.74014011688
Camila 5393,Conservador,28,2000.0,88,1550382.0249093461,5,1,Brasil,13.75,0,3,3,2,0,0,0,0,2,0.0,0.0,0,,Renda Variável,447,0,87369.99145184648,0.182617842431284,0.08147146827151405,0.045517439045630374,0.11909858162529545,0.5712946686262761,87369.99145184648
Vinicius 7464,Conservador,62,9639.11213477746,20,1642880.7254388526,13,1,Brasil,13.75,1,10,5,5,1,1,0,0,6,8855.369789092045,0.7,1,Média,Renda Fixa,1027,1,123216.15325592086,0.2920017347498326,0.04893908259155509,0.18267027187942783,0.10898446674295899,0.3674044440362254,123216.15325592086
Bianca 4779,Moderado,20,11672.503291236644,108,496766.3343033739,19,0,EUA,2.0,0,1,2,1,0,0,0,0,0,0.0,0.0,0,,Caixa,799,0,49218.061666656584,0.1970758061092339,0.27827434805733786,0.0017933548845552095,0.21290351910614566,0.3099529718427273,49218.061666656584
Vinicius 1571,Moderado,29,14254.694617080624,17,1327499.8187298684,2,1,Brasil,13.75,0,4,1,2,0,1,0,1,3,0.0,0.35,0,Baixa,Caixa,803,0,136621.08063821672,0.2401923675095982,0.00381488838816757,0.06721003173411277,0.07648249659650753,0.612300215771614,136621.08063821672
Fernanda 3433,Moderado,20,10925.288489900173,114,199055.9543255658,12,1,Brasil,2.0,0,2,3,4,0,0,0,0,0,0.0,0.0,0,,Renda Variável,1185,0,11092.62766430994,0.06472754454069905,0.2443168108152292,0.022104773392505186,0.12387585434632216,0.5449750169052444,11092.62766430994
Beatriz 7631,Moderado,59,13390.694168979997,24,56192.491826424215,9,1,Brasil,13.75,0,6,1,1,0,0,1,0,4,0.0,0.2,0,Baixa,Renda Fixa,288,0,52858.31070103734,0.2411618440897174,0.18734518545308035,0.12219154360554552,0.11250550451148042,0.3367959223401763,52858.31070103734
Larissa 4758,Agressivo,44,3280.8453544390177,26,1101861.1076317122,1,0,Brasil,13.75,0,2,2,3,0,0,0,0,0,0.0,0.0,0,,Multimercado,273,0,50372.8156377599,0.07045939016461777,0.17295684964080082,0.007651691318675758,0.03303196375178634,0.7159001051241193,50372.8156377599
Rafael 6503,Moderado,66,11772.652591172202,40,456515.91001805314,14,1,Brasil,13.75,0,0,2,2,0,0,0,0,0,0.0,0.0,0,,Multimercado,920,0,133539.79343351995,0.2587559723296373,0.2536093929472496,0.14955703857003116,0.15315237768224285,0.1849252184708391,133539.79343351995
Natália 4062,Moderado,19,5281.988828346386,32,167034.9421718444,7,0,Brasil,13.75,1,10,4,4,0,1,1,0,5,88810.81185519414,0.7999999999999999,1,Alta,Renda Variável,590,1,85107.38153583139,0.2761060892563932,0.2916193124638709,0.08347327656870174,0.2768932584430982,0.07190806326793597,85107.38153583139
Fernanda 8016,Moderado,66,7166.785937362669,93,1462358.3426615077,17,0,Brasil,5.0,1,9,4,3,1,1,1,1,6,49233.25892437089,1.0,1,Alta,Caixa,82,1,56041.36808679859,0.07701478600036747,0.22288192962865502,0.045827421551912134,0.016094635336011454,0.6381812274830538,56041.36808679859
Sofia 7171,Conservador,33,11251.337808544557,78,1000969.4308456436,14,0,EUA,13.75,1,11,3,3,1,1,0,1,8,92338.66685919133,0.8999999999999999,1,Alta,ETF,128,1,43455.33347501239,0.10262258862404249,0.12746814824437067,0.1602807266496431,0.08822280017662092,0.5214057363053228,43455.33347501239
Tiago 6502,Agressivo,19,17105.055951494218,37,1594591.2518073164,17,0,Brasil,13.75,0,1,3,3,0,0,1,0,0,0.0,0.2,0,Baixa,Caixa,780,0,80476.73063593727,0.3083971990222732,0.0883414481506786,0.012860670766415795,0.23641779952961733,0.35398288253101506,80476.73063593727
Henrique 4913,Moderado,47,13484.827053880235,86,1331249.0369643082,2,1,EUA,13.75,0,6,3,3,0,0,1,0,4,0.0,0.2,0,Baixa,Multimercado,287,0,102141.07681837527,0.26637508659635856,0.17750275326569379,0.03886517402969494,0.07704304772802502,0.4402139383802277,102141.07681837527
Carlos 3456,Conservador,37,12072.92398854847,98,1462311.830431825,9,1,Alemanha,13.75,0,4,2,1,0,0,0,0,3,0.0,0.0,0,,Renda Fixa,893,0,21308.203943973895,0.18346122276701388,0.1173241993194563,0.0769168674825873,0.0024645558093724152,0.6198331546215701,21308.203943973895
Mariana 5423,Moderado,55,11921.87844213159,91,621647.5567788406,15,1,Alemanha,5.0,1,14,5,4,1,1,0,0,10,64917.68487785518,0.7999999999999999,1,Alta,Renda Variável,990,1,47108.96828902879,0.3818644233938299,0.10335174262030579,0.1352899768726262,0.09799030185911407,0.28150355525412407,47108.96828902879
Felipe 9991,Agressivo,45,9145.484427182131,92,533918.8931096403,16,1,Brasil,5.0,0,5,2,3,0,1,0,0,2,0.0,0.15,0,Baixa,Renda Variável,703,0,129003.03638916806,0.3609658360722767,0.28128994544090075,0.051957667414398695,0.042996355329214815,0.26279019574320894,129003.03638916806
André 6483,Moderado,42,9824.066346509266,86,1205741.0352695698,9,1,Brasil,5.0,0,6,1,2,0,1,0,0,3,0.0,0.15,0,Baixa,Multimercado,52,1,47138.03567711736,0.13662879647968515,0.13463302125066998,0.03021127677313558,0.03837708138223443,0.6601498241142749,47138.03567711736
Bianca 5421,Moderado,49,13709.504181883189,60,408163.4593921879,4,1,Brasil,2.0,0,1,1,1,0,0,0,0,0,0.0,0.0,0,,Renda Variável,80,0,14354.158394044209,0.2532038641003356,0.026097167938874444,0.010205585894725,0.2201730252144943,0.4903203568515707,14354.158394044209
Paula 7404,Moderado,27,6458.557926222023,57,1632670.110107722,15,2,Brasil,13.75,1,14,3,4,1,1,1,0,8,50031.62247532048,0.8999999999999999,1,Alta,Renda Variável,19,1,101282.6918039129,0.34991046107249657,0.2495614615365749,0.08881966817562555,0.16923863320901805,0.14246977600628496,101282.6918039129
João 2154,Conservador,59,14372.216201132085,107,1050611.1362587349,10,1,EUA,13.75,0,2,2,2,0,0,0,0,2,0.0,0.0,0,,Renda Fixa,603,0,143173.09077232468,0.13314152748251767,0.22521853699845393,0.1379779571004579,0.16491521755118035,0.3387467608673902,143173.09077232468
Sofia 3811,Moderado,57,10445.971731524589,58,461709.96537204436,7,1,Brasil,13.75,0,7,2,1,0,1,0,0,4,0.0,0.15,0,Baixa,ETF,295,1,81465.26962493663,0.0009619277403384086,0.2916444606783108,0.12459241330143125,0.24815297539268727,0.3346482228872323,81465.26962493663
Amanda 8960,Agressivo,50,15302.228299478262,67,1254084.782336518,6,2,Alemanha,13.75,0,7,3,4,0,0,0,0,4,0.0,0.0,0,,Multimercado,944,0,82437.53692506575,0.04289872606953389,0.2788168912809156,0.17209284250126924,0.2928378879467856,0.2133536522014956,82437.53692506575
Fernanda 4037,Agressivo,30,15844.373828928334,22,1890621.1128163992,15,0,Brasil,5.0,1,11,4,5,1,0,0,1,8,5302.7784412200535,0.8499999999999999,1,Alta,Renda Variável,883,1,142794.17283328262,0.27661119534365236,0.08042609818949917,0.1827195177195815,0.18675814776210212,0.2734850409851649,142794.17283328262
Bianca 7724,Agressivo,58,5307.66394997704,58,173368.50591564047,2,1,Brasil,13.75,0,7,1,1,0,0,0,1,4,0.0,0.2,0,Baixa,ETF,291,1,2396.115859483616,0.25629329626289704,0.29838172744357133,0.06309861631063651,0.07597508967920442,0.3062512703036907,2396.115859483616
Natália 9918,Agressivo,59,9673.676947091128,112,227596.96255387086,15,0,Brasil,13.75,0,3,1,1,0,1,0,0,2,0.0,0.15,0,Baixa,Multimercado,340,0,5917.170856237583,0.16940196885734596,0.1750976976349689,0.09854276006317549,0.03927474086279348,0.5176828325817162,5917.170856237583
Bruno 5280,Agressivo,64,8577.889248237505,85,1689239.9022580464,18,2,Brasil,5.0,0,2,2,3,1,0,0,0,0,0.0,0.1,0,Baixa,Renda Fixa,262,0,82841.34069456812,0.1772812112630706,0.09554795849823107,0.045838311474076354,0.20242265935628048,0.4789098594083415,82841.34069456812
Larissa 5422,Moderado,54,4749.088139707428,80,228091.61138807843,14,1,Brasil,13.75,0,4,3,2,1,1,0,0,3,0.0,0.25,0,Baixa,Caixa,516,1,120787.66043586814,0.37135040439371186,0.2817734147896478,0.12269443074827922,0.11235926796342766,0.1118224821049334,120787.66043586814
Rodrigo 6951,Moderado,33,7869.866895162358,73,88356.98501244572,18,1,Brasil,13.75,0,6,1,1,0,0,0,0,5,0.0,0.0,0,,Renda Fixa,70,0,14512.223479686229,0.18910389739447422,0.247532055486346,0.16866095525362368,0.02942036697019372,0.3652827248953624,14512.223479686229
Felipe 3943,Moderado,62,21765.023381061357,77,702381.8562824811,3,1,Alemanha,13.75,1,12,5,5,0,1,0,1,9,54033.86533502899,0.8999999999999999,1,Alta,Caixa,1021,1,85316.268117868,0.07455995820774888,0.1000050073943707,0.041701827894342604,0.022075300037641566,0.7616579064658963,85316.268117868
Eduardo 8723,Moderado,39,14438.039584849761,74,938744.7109939792,14,1,Alemanha,5.0,1,10,5,4,1,1,0,1,5,14871.52334040293,0.8999999999999999,1,Alta,Multimercado,861,1,97760.39174851135,0.22724251246881338,0.008804172193067727,0.10773323584368266,0.25713755694060514,0.39908252255383103,97760.39174851135
Vinicius 5652,Agressivo,37,19669.151874423016,49,1143194.4290144728,6,1,Brasil,13.75,0,5,1,1,0,0,0,0,4,0.0,0.0,0,,Multimercado,248,0,76186.16957683062,0.03095983196170722,0.0886058736173851,0.09459674127638325,0.11272966729060253,0.6731078858539219,76186.16957683062
Bianca 4367,Conservador,67,15316.393760073342,85,1019527.4628028572,14,2,Brasil,2.0,0,1,1,1,0,0,1,0,0,0.0,0.2,0,Baixa,Caixa,941,0,74019.55843251332,0.14005556738200461,0.21564869876376316,0.09749289597171217,0.23947562564229735,0.30732721224022264,74019.55843251332
Larissa 3258,Moderado,60,9032.627355966099,49,1827237.2796896456,2,1,Brasil,13.75,0,1,2,3,0,1,0,1,1,0.0,0.35,0,Baixa,ETF,905,1,18669.45030434353,0.19584259593051084,0.10446144815385972,0.13027693598934031,0.07405447003958125,0.49536454988670786,18669.45030434353
Larissa 5239,Agressivo,44,10472.915213303828,42,1539649.5197793583,16,2,Brasil,13.75,0,7,1,2,0,1,1,0,4,0.0,0.35,0,Baixa,Renda Variável,397,0,116842.18904003654,0.3897107616796419,0.20810754794358322,0.19296889181721555,0.28832224751508784,-0.07910944895552863,116842.18904003654
André 9932,Agressivo,58,14353.74472096123,40,1967782.4091648045,16,1,Brasil,13.75,0,6,3,4,0,0,0,1,5,0.0,0.2,0,Baixa,ETF,288,0,119215.25952777466,0.1809005706829385,0.22543953110142745,0.12602763629710156,0.1926442263759165,0.27498803554261597,119215.25952777466
Eduardo 6060,Moderado,33,13750.024813892145,71,958146.2922183914,17,1,Brasil,13.75,0,6,1,1,0,0,0,0,3,0.0,0.0,0,,ETF,332,0,63532.49898011441,0.10615163409167483,0.24917197997066326,0.1210094348740632,0.005352781106421933,0.5183141699571767,63532.49898011441
Tiago 3237,Agressivo,51,9690.631937166665,46,177815.92357996604,16,0,Brasil,5.0,0,3,3,4,0,0,0,0,3,0.0,0.0,0,,Renda Fixa,60,0,54139.701379542574,0.1492478919335721,0.15864899432154683,0.0030337698664955506,0.2828816286930668,0.4061877151853187,54139.701379542574
Camila 7931,Moderado,49,5960.027317683172,22,1911505.9794563204,16,0,Brasil,13.75,1,8,3,4,1,1,1,0,5,60075.912058726295,0.7,1,Média,Renda Fixa,737,1,46745.56587365438,0.26510385141136344,0.05675759114007971,0.10931884214498273,0.009960040968601412,0.5588596743349727,46745.56587365438
Camila 8184,Agressivo,43,25151.044749554956,82,18185.191562303742,8,2,EUA,2.0,0,1,1,1,1,0,0,0,0,0.0,0.1,0,Baixa,Caixa,315,0,116687.21100206382,0.3698710166356403,0.09456438269210257,0.1465608171543202,0.18685799795025904,0.20214578556767782,116687.21100206382
Amanda 5171,Moderado,42,11435.401310628777,21,1554431.0675397061,6,1,Brasil,13.75,0,2,3,4,0,0,0,0,0,0.0,0.0,0,,Multimercado,629,0,124388.58115714927,0.14590481538358357,0.21804718309582813,0.10372891702547193,0.15280419139875664,0.37951489309635966,124388.58115714927
Vinicius 9497,Conservador,19,10697.04442726952,51,72251.24123564213,18,1,Brasil,13.75,0,5,2,3,0,0,0,0,2,0.0,0.0,0,,Caixa,1060,0,98783.67192964142,0.011279340419976292,0.2978903263515263,0.06839896827992605,0.18787059670514408,0.43456076824342726,98783.67192964142
Tiago 5747,Moderado,29,12453.337855621208,114,1524816.2393967605,14,1,EUA,13.75,1,14,3,3,1,1,1,0,9,8980.70383354502,0.8999999999999999,1,Alta,Multimercado,186,1,6447.251407218901,0.184413259383099,0.2822872452447122,0.08999527476990928,0.17737125295887646,0.265932967643403,6447.251407218901
Letícia 4533,Moderado,57,11029.085642755885,14,1876498.4902976279,16,0,Alemanha,13.75,0,7,2,3,0,0,0,0,5,0.0,0.0,0,,Renda Variável,327,0,128043.93006545503,0.018211124395908662,0.2610851683322449,0.1612419010018513,0.2665510990575076,0.2929107072124876,128043.93006545503
Larissa 6832,Conservador,26,12490.915630821935,74,784627.9916887832,8,1,EUA,2.0,0,5,2,1,1,1,0,0,2,0.0,0.25,0,Baixa,Renda Fixa,487,0,60704.626144081914,0.3659251224861528,0.23606123517544872,0.08205757027336216,0.06838550294930153,0.24757056911573483,60704.626144081914
Vinicius 5436,Agressivo,29,17147.789144465678,97,489520.05392723816,18,1,Brasil,13.75,1,11,4,5,1,1,0,1,6,50689.19953524448,0.8999999999999999,1,Alta,Multimercado,847,1,61545.698900745105,0.033242709618253444,0.04400803132738768,0.18085874981263822,0.2126883361001862,0.5292021731415344,61545.698900745105
Bianca 1191,Moderado,43,11501.806081254304,9,460295.51349854335,14,2,EUA,13.75,0,1,1,2,0,1,0,0,0,0.0,0.15,0,Baixa,ETF,1195,1,130318.55181327721,0.06003998753933795,0.2323720488753076,0.09447970864352391,0.09043831188842553,0.522669943053405,130318.55181327721
Luca 2407,Moderado,26,7349.1582426889545,18,988518.1118589047,17,1,Alemanha,13.75,0,0,2,2,1,0,0,0,0,0.0,0.1,0,Baixa,Caixa,54,0,123169.89332750773,0.28794495736811937,0.02039280964290552,0.17413627428012668,0.15935274045050193,0.35817321825834647,123169.89332750773
Eduardo 1950,Agressivo,27,11353.424822085557,13,350065.20115601516,8,2,EUA,13.75,1,10,3,2,1,1,0,1,5,86839.17466763465,0.8,1,Alta,ETF,782,1,2506.3740797299924,0.1747694397008675,0.1587043526934431,0.08690107034865911,0.09220440394273226,0.487420733314298,2506.3740797299924
André 4143,Conservador,49,10142.392874360357,17,1349118.025012827,16,1,Brasil,13.75,1,8,3,2,1,1,1,0,6,40066.6633897017,0.7,1,Média,Renda Fixa,90,0,64031.62787273668,0.08409901645379128,0.29754338131608804,0.03844668137064178,0.29350797289231484,0.28640294796716415,64031.62787273668
Natália 3365,Moderado,51,17695.595748987405,87,743021.191401866,10,0,Brasil,13.75,0,3,2,1,0,0,0,0,2,0.0,0.0,0,,ETF,825,0,139477.57312204683,0.07037580034745937,0.13582051801522527,0.12523330832287657,0.21740552660281345,0.4511648467116254,139477.57312204683
Mariana 1397,Agressivo,65,16684.476258950282,25,652987.8898824855,10,2,EUA,13.75,0,6,3,4,1,0,1,0,4,0.0,0.30000000000000004,0,Baixa,Renda Fixa,381,0,112325.40632890657,0.39025173032962346,0.031121593484107868,0.19671978099689635,0.055424889303348546,0.3264820058860237,112325.40632890657
Mariana 4350,Moderado,37,12430.100001723195,54,927958.2967503496,18,0,Brasil,13.75,1,14,5,4,1,1,1,1,10,12856.806931945208,1.0,1,Alta,Renda Variável,1186,1,50607.064394110246,0.021699293520944754,0.2082023389582287,0.11164356328059173,0.03697397668147188,0.6214808275587629,50607.064394110246
Luca 7880,Conservador,56,6885.056580722974,16,1089749.1298551061,18,1,Brasil,13.75,0,4,2,2,0,0,0,0,2,0.0,0.0,0,,ETF,375,0,30979.664984565392,0.027319171128171994,0.08397165935377916,0.05410984406869826,0.2724388790686593,0.5621604463806913,30979.664984565392
Rodrigo 2365,Conservador,19,7096.430946240217,24,292441.22189500363,9,0,Brasil,13.75,0,1,3,3,0,0,0,0,0,0.0,0.0,0,,ETF,1094,0,146551.15971789195,0.37813287423471453,0.004435424930240839,0.0984771643219639,0.085407959209114,0.43354657730396673,146551.15971789195
Luca 1699,Moderado,18,12060.493046338215,95,1418449.0939557182,1,1,Brasil,13.75,0,0,3,4,0,1,0,1,0,0.0,0.35,0,Baixa,Renda Fixa,442,1,124271.421749375,0.08994623960292421,0.039737805324256976,0.12170366384563075,0.27099819147092696,0.4776140997562611,124271.421749375
Bruno 5766,Agressivo,68,13345.291877285123,75,1767064.728811599,16,1,Brasil,13.75,1,12,3,4,0,1,0,1,7,30279.088074174262,0.7,1,Média,ETF,1010,1,128891.49824720043,0.07220848381445998,0.16000280340847772,0.020794226921018913,0.040037220707602995,0.7069572651484404,128891.49824720043
Mariana 7461,Agressivo,53,10501.50872269578,23,563193.9632403518,10,1,Brasil,13.75,1,10,5,5,1,1,1,1,6,59325.05310905137,1.0,1,Alta,Caixa,734,1,61366.09237660626,0.06027368786711476,0.2943454481914899,0.10745896471545283,0.04450270543594946,0.4934191937899931,61366.09237660626
João 1127,Moderado,41,10079.321663171064,41,368977.89464067476,15,2,EUA,13.75,1,12,4,5,1,1,0,1,9,12252.814523330295,1.0,1,Alta,Renda Fixa,1173,1,102964.10196439098,0.2778101583554475,0.17259169171132682,0.10582245814378484,0.27730662958717406,0.16646906220226687,102964.10196439098
Letícia 8939,Conservador,44,9628.803067285413,103,1523405.7932009366,5,1,Brasil,13.75,0,3,3,2,0,0,0,0,3,0.0,0.0,0,,ETF,113,0,53303.551904018175,0.03887215421486343,0.254319639771704,0.18447346508791984,0.23465578869285805,0.2876789522326546,53303.551904018175
Tiago 1306,Moderado,19,11906.424159024215,86,375248.0302936425,17,1,Brasil,2.0,0,5,3,4,0,1,0,0,2,0.0,0.15,0,Baixa,ETF,737,1,73406.19754661518,0.08184356156256803,0.011832057503269456,0.08854909915654674,0.025328308895104724,0.792446972882511,73406.19754661518
Amanda 9963,Moderado,48,2468.9505917077404,33,92097.76912228367,9,1,EUA,13.75,0,1,1,1,0,0,0,0,0,0.0,0.0,0,,Multimercado,812,0,7676.265577507349,0.34123123699508345,0.10378457198391784,0.17869910766622332,0.12262148402427478,0.25366359933050064,7676.265577507349
Paula 3182,Conservador,31,7594.69348492116,105,1242294.00856173,6,2,Brasil,13.75,1,9,3,3,1,0,1,0,6,86962.3196451393,0.55,1,Média,Multimercado,476,1,109849.92834473556,0.11602243302645006,0.17187677372789636,0.060720335423436446,0.11087494933718194,0.5405055084850352,109849.92834473556
Vinicius 4318,Agressivo,19,9491.796618210597,42,487105.318447647,2,0,Brasil,5.0,0,3,3,4,0,1,0,1,3,0.0,0.35,0,Baixa,Caixa,699,0,122057.54614187278,0.06231106077163311,0.2043104130198989,0.02149140533028602,0.12678373106866583,0.5851033898095162,122057.54614187278
Eduardo 8104,Conservador,46,16830.012779807683,48,351902.7137678338,13,0,Brasil,13.75,0,1,3,2,0,1,0,0,0,0.0,0.15,0,Baixa,ETF,836,0,116441.89004661208,0.03528727555452691,0.1868076373854591,0.09069069194689149,0.26687069736971103,0.4203436977434114,116441.89004661208
